aid,sid
1347348,376241717
1347348,376241732
1347348,376241747
1347348,376241748
1347348,376241750
1347348,376241781
1347348,376241797
1347348,376241799
1347348,376241849
1347348,376241866
1347348,376241881
1347348,376242718
1347348,376241547
1347348,376241599
1347348,376241600
1347348,376241631
1347348,376241682
1347348,376241698
1347348,376241699
1347351,376241814
1347351,376241831
1347351,376241833
1347351,376241541
1347351,376241574
1347351,376241606
1347351,376241608
1347351,376241656
1347351,376241673
1347351,376241688
1347351,376241689
1347351,376241708
1347351,376241724
1347351,376241772
1347351,376241775
1347351,376241792
1347351,376241809
1347351,376241839
1347351,376241840
1347351,376241857
1347351,376241872
1347351,376241558
1347351,376241573
1347351,376241575
1347351,376241588
1347351,376241591
1347351,376241623
1347351,376241625
1347351,376241639
1347351,376241640
1347346,376241763
1347346,376241777
1347346,376241793
1347346,376241802
1347346,376241818
1347346,376241877
1347346,376241613
1347346,376241614
1347346,376241615
1347346,376241616
1347346,376241647
1347346,376241649
1347346,376241650
1347346,376241665
1347346,376241683
1347346,376241765
1347346,376241783
1347346,376241784
1347346,376241798
1347346,376241832
1347346,376241834
1347346,376241848
1347346,376241850
1347346,376241865
1347346,376241867
1347346,376241565
1347346,376241583
1347346,376241598
1347346,376241663
1347346,376241664
1347358,376241784
1347358,376241798
1347358,376241832
1347358,376241834
1347358,376241848
1347358,376241850
1347358,376241865
1347358,376241867
1347358,376241547
1347358,376241599
1347358,376241600
1347358,376241631
1347358,376241682
1347358,376241698
1347358,376241699
1347358,376241700
1347358,376241715
1347358,376241749
1347358,376241847
1347358,376241864
1347358,376241552
1347358,376241554
1347358,376241559
1347358,376241584
1347358,376241611
1347358,376241629
1347358,376241634
1347358,376241652
1347358,376241668
1347401,376241568
1347401,376241577
1347401,376241593
1347401,376241595
1347401,376241659
1347401,376241670
1347401,376241679
1347401,376241686
1347401,376241729
1347401,376241738
1347401,376241743
1347401,376241779
1347401,376241788
1347401,376241813
1347401,376241820
1347401,376241829
1347401,376241845
1347401,376241854
1347401,376241863
1347401,376241613
1347401,376241614
1347401,376241615
1347401,376241616
1347401,376241647
1347401,376241649
1347401,376241650
1347349,376241566
1347349,376241581
1347349,376241597
1347349,376241648
1347349,376241697
1347349,376241714
1347349,376241717
1347349,376241732
1347349,376241747
1347349,376241748
1347349,376241750
1347349,376241781
1347349,376241797
1347349,376241799
1347349,376241849
1347349,376241866
1347349,376241881
1347349,376242718
1347349,376241552
1347349,376241554
1347349,376241559
1347349,376241584
1347349,376241611
1347349,376241629
1347349,376241634
1347349,376241652
1347349,376241668
1347349,376241704
1347349,376241727
1347365,376241550
1347365,376241542
1347365,376241553
1347365,376241571
1347365,376241585
1347365,376241610
1347365,376241617
1347365,144206445
1347365,363679772
1347365,376241546
1347365,376241549
1347365,376241564
1347365,376241580
1347365,376241582
1347365,376241630
1347365,376241632
1347365,376241633
1347365,376241666
