aid,sid
1347358,376241694
1347358,376241721
1347358,376241737
1347358,376241769
1347358,376241812
1347358,376241821
1347358,376241853
1347358,376241662
1347358,376241678
1347358,376241703
1347358,376241710
1347358,376241726
1347358,376241744
1347358,376241753
1347358,376241787
1347358,376241796
1347358,376241801
1347358,376241810
1347358,376241826
1347358,376241830
1347358,376241835
1347358,376241837
1347358,376241860
1347358,376241862
1347358,376241869
1347358,376241613
1347358,376241614
1347358,376241615
1347358,376241544
1347401,376241877
1347401,376241552
1347401,376241554
1347401,376241559
1347401,376241584
1347401,376241611
1347401,376241629
1347401,376241634
1347401,376241652
1347401,376241668
1347401,376241704
1347401,376241727
1347401,376241736
1347401,376241754
1347401,376241770
1347401,376241843
1347401,376241868
1347401,376241879
1347401,376241562
1347401,376241594
1347401,376241596
1347401,376241601
1347401,376241626
1347401,376241635
1347401,376241712
1347401,376241728
1347346,376241595
1347346,376241659
1347346,376241670
1347346,376241679
1347346,376241686
1347346,376241729
1347346,376241738
1347346,376241743
1347346,376241779
1347346,376241788
1347346,376241813
1347346,376241820
1347346,376241829
1347346,376241845
1347346,376241854
1347346,376241863
1347346,376241543
1347346,376241545
1347346,376241570
1347346,376241579
1347346,376241586
1347346,376241645
1347346,376241654
1347346,376241684
1347346,376241693
1347346,376241711
1347346,376241734
1347346,376241768
1347346,376241811
1347346,376241827
1347364,376241793
1347364,376241802
1347364,376241818
1347364,376241877
1347364,376241561
1347364,376241602
1347364,376241604
1347364,376241627
1347364,376241661
1347364,376241695
1347364,376241702
1347364,376241709
1347364,376241713
1347364,376241718
1347364,376241752
1347364,376241761
1347364,376241786
1347364,376241795
1347364,376241804
1347364,376241838
1347364,376241613
1347364,376241614
1347364,376241615
1347364,376241616
1347364,376241647
1347364,376241649
1347364,376241650
1347364,376241665
1347364,376241683
1347349,376241779
1347349,376241788
1347349,376241813
1347349,376241820
1347349,376241829
1347349,376241845
1347349,376241854
1347349,376241863
1347349,376241565
1347349,376241583
1347349,376241598
1347349,376241663
1347349,376241664
1347349,376241730
1347349,376241733
1347349,376241766
1347349,376241767
1347349,376241815
1347349,376241816
1347349,376241817
1347349,376241882
1347349,376241547
1347349,376241599
1347349,376241600
1347349,376241631
1347349,376241682
1347349,376241698
1347349,376241699
1347349,376241700
1347360,376241864
1347360,376241561
1347360,376241602
1347360,376241604
1347360,376241627
1347360,376241661
1347360,376241695
1347360,376241702
1347360,376241709
1347360,376241713
1347360,376241718
1347360,376241752
1347360,376241761
1347360,376241786
1347360,376241795
1347360,376241804
1347360,376241838
1347360,376241539
1347360,376241605
1347360,376241622
1347360,376241624
1347360,376241675
1347360,376241722
1347360,376241756
1347360,376241791
1347360,376241823
1347360,376241875
1347360,376241556
1347360,376241557
1347366,376241566
1347366,376241581
1347366,376241597
1347366,376241648
1347366,376241697
1347366,376241714
1347366,376241717
1347366,376241732
1347366,376241747
1347366,376241748
1347366,376241750
1347366,376241781
1347366,376241797
1347366,376241799
1347366,376241849
1347366,376241866
1347366,376241881
1347366,376242718
1347366,376241544
1347366,376241560
1347366,376241567
1347366,376241569
1347366,376241603
1347366,376241619
1347366,376241653
1347366,376241660
1347366,376241662
1347366,376241678
1347366,376241703
1347366,376241710
1347365,376241876
1347365,376241547
1347365,376241599
1347365,376241600
1347365,376241631
1347365,376241682
1347365,376241698
1347365,376241699
1347365,376241700
1347365,376241715
1347365,376241749
1347365,376241847
1347365,376241864
1347365,376241820
1347365,376241829
1347365,376241845
1347365,376241854
1347365,376241863
1347365,376241539
1347365,376241605
1347365,376241622
1347365,376241624
1347365,376241675
1347365,376241722
1347365,376241756
1347365,376241791
1347365,376241823
1347365,376241875
1347365,376241540
1347365,376241555
1347365,376241572
1347348,376241824
1347348,376241825
1347348,376241842
1347348,376241873
1347348,376241874
1347348,376241876
1347348,376241565
1347348,376241583
1347348,376241598
1347348,376241663
1347348,376241664
1347348,376241730
1347348,376241733
1347348,376241766
1347348,376241767
1347348,376241815
1347348,376241816
1347348,376241817
1347348,376241882
1347348,376241542
1347348,376241553
1347348,376241571
1347348,376241585
1347348,376241610
1347348,376241617
1347348,376241637
1347348,376241676
1347348,376241685
1347348,376241762
1347348,376241778
1347351,376241678
1347351,376241703
1347351,376241710
1347351,376241726
1347351,376241744
1347351,376241753
1347351,376241787
1347351,376241796
1347351,376241801
1347351,376241810
1347351,376241826
1347351,376241830
1347351,376241835
1347351,376241837
1347351,376241860
1347351,376241862
1347351,376241869
1347355,376241544
1347355,376241560
1347355,376241567
1347355,376241569
1347355,376241603
1347355,376241619
1347355,376241653
1347355,376241660
1347355,376241662
1347355,376241678
1347355,376241703
1347355,376241710
1347355,376241726
1347354,376241872
1347354,376241827
1347354,376241836
1347354,376241852
1347354,376241861
1347354,376241870
1347354,376241648
1347354,376241697
1347354,376241714
1347354,376241717
1347354,376241732
1347354,376241747
1347354,376241748
1347354,376241750
1347354,376241781
1347354,376241797
1347354,376241799
1347354,376241849
1347354,376241866
1347354,376241881
1347354,376242718
1347354,376241547
1347354,376241599
1347354,376241600
1347354,376241631
1347354,376241682
1347354,376241698
1347354,376241699
1347352,376241567
1347352,376241569
1347352,376241603
1347352,376241619
1347352,376241653
1347352,376241660
1347352,376241662
1347352,376241678
1347352,376241703
1347352,376241710
1347352,376241726
1347352,376241744
1347352,376241753
1347352,376241787
1347352,376241796
1347352,376241801
1347352,376241810
1347352,376241826
1347352,376241830
1347352,376241835
1347352,376241837
1347352,376241860
1347352,376241862
1347352,376241869
1347352,144206445
1347352,363679772
1347352,376241546
1347352,376241549
1347352,376241564
1347352,376241580
1347401,376241735
1347401,376241751
1347401,376241785
1347401,376241794
1347401,376241819
1347401,376241828
1347401,376241844
1347401,376241851
1347401,376241871
1347401,376241544
1347401,376241560
1347401,376241567
1347401,376241569
1347401,376241603
1347401,376241619
1347401,376241653
1347401,376241660
1347401,376241662
1347401,376241678
1347401,376241703
1347401,376241710
1347401,376241726
1347401,376241744
1347401,376241753
1347401,376241787
1347401,376241796
1347346,376241836
1347346,376241852
1347346,376241861
1347346,376241870
1347346,376241556
1347346,376241557
1347346,376241607
1347346,376241674
1347346,376241691
1347346,376241739
1347346,376241742
1347346,376241824
1347346,376241825
1347346,376241842
1347346,376241873
1347346,376241874
1347346,376241876
1347388,376241556
1347388,376241557
1347388,376241607
1347388,376241674
1347388,376241691
1347364,376241765
1347364,376241783
1347364,376241784
1347364,376241798
1347364,376241832
1347364,376241834
1347364,376241848
1347364,376241850
1347364,376241865
1347364,376241867
1347364,376241541
1347364,376241574
1347364,376241606
1347364,376241608
1347364,376241656
1347364,376241673
1347364,376241688
1347364,376241689
1347364,376241708
1347364,376241724
1347364,376241772
1347364,376241775
1347364,376241792
1347364,376241809
1347364,376241839
1347364,376241840
1347364,376241857
1347364,376241872
1347381,376241541
1347349,376241715
1347349,376241749
1347349,376241847
1347349,376241864
1347349,376241609
1347349,376241618
1347349,376241620
1347349,376241636
1347349,376241643
1347349,376241677
1347349,376241720
1347349,376241745
1347349,376241763
1347349,376241777
1347349,376241793
1347349,376241802
1347349,376241818
1347349,376241877
1347349,376241539
1347349,376241605
1347349,376241622
1347349,376241624
1347349,376241675
1347349,376241722
1347349,376241756
1347349,376241791
1347349,376241823
1347349,376241875
1347363,376241539
1347358,376241560
1347358,376241567
1347358,376241569
1347358,376241603
1347358,376241619
1347358,376241653
1347358,376241660
1347358,376241561
1347358,376241587
1347358,376241543
1347358,376241545
1347358,376241570
1347358,376241579
1347358,376241586
1347358,376241645
1347358,376241654
1347358,376241684
1347358,376241693
1347358,376241711
1347358,376241734
1347358,376241768
1347358,376241811
1347358,376241827
1347358,376241836
1347358,376241852
1347358,376241861
1347358,376241870
1347358,376241558
1347358,376241573
1347360,376241607
1347360,376241674
1347360,376241691
1347360,376241739
1347360,376241742
1347360,376241824
1347360,376241825
1347360,376241842
1347360,376241873
1347360,376241874
1347360,376241876
1347360,376241552
1347360,376241554
1347360,376241559
1347360,376241584
1347360,376241611
1347360,376241629
1347360,376241634
1347360,376241652
1347360,376241668
1347360,376241704
1347360,376241727
1347360,376241736
1347360,376241754
1347360,376241770
1347360,376241843
1347360,376241868
1347360,376241879
1347375,376241552
1347366,376241726
1347366,376241744
1347366,376241753
1347366,376241787
1347366,376241796
1347366,376241801
1347366,376241810
1347366,376241826
1347366,376241830
1347366,376241835
1347366,376241837
1347366,376241860
1347366,376241862
1347366,376241869
1347366,376241543
1347366,376241545
1347366,376241570
1347366,376241579
1347366,376241586
1347366,376241645
1347366,376241654
1347366,376241684
1347366,376241693
1347366,376241711
1347366,376241734
1347366,376241768
1347366,376241811
1347366,376241827
1347366,376241836
1347366,376241852
1347359,376241558
1347359,376241573
1347359,376241575
1347365,376241589
1347365,376241590
1347365,376241638
1347365,376241642
1347365,376241657
1347365,376241690
1347365,376241705
1347365,376241723
1347365,376241740
1347365,376241741
1347365,376241758
1347365,376241789
1347365,376241808
1347365,376241822
1347365,376241856
1347365,376241858
1347365,376241859
1347365,376241561
1347365,376241602
1347365,376241604
1347365,376241627
1347365,376241661
1347365,376241695
1347365,376241702
1347365,376241709
1347365,376241713
1347365,376241718
1347365,376241752
1347365,376241761
1347365,376241786
1347365,376241795
1347348,376241878
1347348,376241561
1347348,376241602
1347348,376241604
1347348,376241627
1347348,376241661
1347348,376241695
1347348,376241702
1347348,376241709
1347348,376241713
1347348,376241718
1347348,376241752
1347348,376241761
1347348,376241786
1347348,376241795
1347348,376241804
1347348,376241838
1347350,376241561
1347350,376241602
1347350,376241604
1347350,376241627
1347350,376241661
1347350,376241695
1347350,376241702
1347350,376241709
1347350,376241713
1347350,376241718
1347350,376241752
1347350,376241761
1347350,376241786
1347401,376241801
1347401,376241810
1347401,376241826
1347401,376241830
1347401,376241835
1347401,376241837
1347401,376241860
1347401,376241862
1347401,376241869
1347355,376241744
1347355,376241753
1347355,376241787
1347355,376241796
1347355,376241801
1347355,376241810
1347355,376241826
1347355,376241830
1347355,376241835
1347355,376241837
1347355,376241860
1347355,376241862
1347355,376241869
1347355,376241542
1347355,376241553
1347355,376241571
1347355,376241585
1347355,376241610
1347355,376241617
1347355,376241637
1347355,376241676
1347355,376241685
1347355,376241762
1347355,376241778
1347355,376241878
1347355,376241551
1347355,376241576
1347355,376241578
1347355,376241612
1347355,376241628
1347354,376241700
1347354,376241715
1347354,376241749
1347354,376241847
1347354,376241864
1347354,376241666
1347354,376241667
1347354,376241680
1347354,376241681
1347354,376241716
1347354,376241731
1347354,376241764
1347354,376241780
1347354,376241782
1347354,376241800
1347354,376241814
1347354,376241831
1347354,376241833
1347354,376241568
1347354,376241577
1347354,376241593
1347354,376241595
1347354,376241659
1347354,376241670
1347354,376241679
1347354,376241686
1347354,376241729
1347354,376241738
1347352,376241582
1347352,376241630
1347352,376241632
1347352,376241633
1347352,376241666
1347352,376241667
1347352,376241680
1347352,376241681
1347352,376241716
1347352,376241731
1347352,376241764
1347352,376241780
1347352,376241782
1347352,376241800
1347352,376241814
1347352,376241831
1347352,376241833
1347353,144206445
1347353,363679772
1347353,376241546
1347353,376241549
1347353,376241564
1347353,376241580
1347353,376241582
1347353,376241630
1347353,376241632
1347353,376241633
1347353,376241666
1347388,376241739
1347388,376241742
1347388,376241824
1347388,376241825
1347388,376241842
1347388,376241873
1347388,376241874
1347388,376241876
1347388,376241543
1347388,376241545
1347388,376241570
1347388,376241579
1347363,376241605
1347363,376241622
1347363,376241624
1347363,376241675
1347363,376241722
1347363,376241756
1347363,376241791
1347363,376241823
1347363,376241875
1347363,376241609
1347363,376241618
1347363,376241620
1347363,376241636
1347363,376241643
1347363,376241677
1347363,376241720
1347363,376241745
1347363,376241763
1347363,376241777
1347363,376241793
1347363,376241802
1347363,376241818
1347363,376241877
1347363,376241547
1347363,376241599
1347381,376241574
1347381,376241606
1347381,376241608
1347381,376241656
1347381,376241673
1347381,376241688
1347381,376241689
1347381,376241708
1347381,376241724
1347381,376241772
1347381,376241775
1347381,376241792
1347381,376241809
1347381,376241839
1347381,376241840
1347381,376241857
1347381,376241872
1347381,376241613
1347381,376241614
1347381,376241615
1347381,376241616
1347381,376241647
1347381,376241649
1347375,376241554
1347375,376241559
1347375,376241584
1347375,376241611
1347375,376241629
1347375,376241634
1347375,376241652
1347375,376241668
1347375,376241704
1347375,376241727
1347375,376241736
1347375,376241754
1347358,376241575
1347358,376241588
1347358,376241591
1347358,376241623
1347358,376241625
1347358,376241639
1347358,376241640
1347358,376241641
1347358,376241655
1347358,376241658
1347358,376241672
1347358,376241692
1347358,376241706
1347358,376241707
1347358,376241725
1347358,376241755
1347358,376241757
1347358,376241759
1347358,376241773
1347358,376241774
1347358,376241790
1347358,376241805
1347358,376241806
1347358,376241807
1347358,376241841
1347358,376241565
1347358,376241583
1347358,376241598
1347358,376241663
1347366,376241861
1347366,376241870
1347366,376241551
1347366,376241576
1347366,376241578
1347366,376241612
1347366,376241628
1347366,376241646
1347366,376241651
1347366,376241669
1347366,376241671
1347366,376241687
1347366,376241694
1347366,376241721
1347366,376241737
1347366,376241769
1347366,376241812
1347366,376241821
1347366,376241853
1347366,376241556
1347366,376241557
1347366,376241607
1347366,376241674
1347366,376241691
1347366,376241739
1347366,376241742
1347366,376241824
1347366,376241825
1347366,376241842
1347366,376241873
1347359,376241588
1347359,376241591
1347359,376241623
1347359,376241625
1347359,376241639
1347359,376241640
1347359,376241641
1347359,376241655
1347359,376241658
1347359,376241672
1347359,376241692
1347359,376241706
1347359,376241707
1347359,376241725
1347359,376241755
1347359,376241757
1347359,376241759
1347359,376241773
1347359,376241774
1347359,376241790
1347359,376241805
1347359,376241806
1347359,376241807
1347359,376241841
1347359,376241568
1347359,376241577
1347359,376241593
1347359,376241595
1347359,376241659
1347355,376241646
1347355,376241651
1347355,376241669
1347355,376241671
1347355,376241687
1347355,376241694
1347355,376241721
1347355,376241737
1347355,376241769
1347355,376241812
1347355,376241821
1347355,376241853
1347355,376241609
1347355,376241618
1347355,376241620
1347355,376241636
1347355,376241643
1347355,376241677
1347355,376241720
1347355,376241745
1347355,376241763
1347355,376241777
1347355,376241793
1347355,376241802
1347355,376241818
1347355,376241877
1347355,376241548
1347355,376241550
1347355,376241563
1347355,376241566
1347350,376241795
1347350,376241804
1347350,376241838
1347350,376241542
1347350,376241553
1347350,376241571
1347350,376241585
1347350,376241610
1347350,376241617
1347350,376241637
1347350,376241676
1347350,376241685
1347350,376241762
1347350,376241778
1347350,376241878
1347350,376241565
1347350,376241583
1347350,376241598
1347350,376241663
1347350,376241664
1347350,376241730
1347350,376241733
1347350,376241766
1347350,376241767
1347350,376241815
1347350,376241816
1347350,376241817
1347350,376241882
1347350,376241556
1347350,376241557
1347381,376241650
1347381,376241665
1347381,376241683
1347381,376241765
1347381,376241783
1347381,376241784
1347381,376241798
1347381,376241832
1347381,376241834
1347381,376241848
1347381,376241850
1347381,376241865
1347381,376241867
1347381,376241561
1347381,376241602
1347381,376241604
1347381,376241627
1347381,376241661
1347381,376241695
1347381,376241702
1347381,376241709
1347381,376241713
1347381,376241718
1347363,376241600
1347363,376241631
1347363,376241682
1347363,376241698
1347363,376241699
1347363,376241700
1347363,376241715
1347363,376241749
1347363,376241847
1347363,376241864
1347363,376241565
1347363,376241583
1347363,376241598
1347363,376241663
1347363,376241664
1347363,376241730
1347363,376241733
1347363,376241766
1347363,376241767
1347363,376241815
1347363,376241816
1347363,376241817
1347363,376241882
1347363,376241568
1347363,376241577
1347354,376241743
1347354,376241779
1347354,376241788
1347354,376241813
1347354,376241820
1347354,376241829
1347354,376241845
1347354,376241854
1347354,376241863
1347354,376241766
1347354,376241767
1347354,376241815
1347354,376241816
1347354,376241817
1347354,376241882
1347354,376241868
1347354,376241879
1347354,376241540
1347354,376241555
1347354,376241572
1347354,376241589
1347354,376241590
1347354,376241638
1347354,376241642
1347354,376241657
1347354,376241690
1347354,376241705
1347354,376241723
1347365,376241804
1347365,376241838
1347365,376241568
1347365,376241577
1347365,376241593
1347365,376241595
1347365,376241659
1347365,376241670
1347365,376241679
1347365,376241686
1347365,376241729
1347365,376241738
1347365,376241743
1347365,376241779
1347365,376241788
1347365,376241813
1347365,376241565
1347365,376241583
1347365,376241598
1347365,376241663
1347365,376241664
1347365,376241730
1347365,376241733
1347365,376241766
1347365,376241767
1347365,376241815
1347365,376241816
1347365,376241817
1347365,376241882
1347365,376241563
1347365,376241566
1347353,376241667
1347353,376241680
1347353,376241681
1347353,376241716
1347353,376241731
1347353,376241764
1347353,376241780
1347353,376241782
1347353,376241800
1347353,376241814
1347353,376241831
1347353,376241833
1347353,376241544
1347353,376241560
1347353,376241567
1347353,376241569
1347353,376241603
1347353,376241619
1347353,376241653
1347353,376241660
1347353,376241662
1347353,376241678
1347353,376241703
1347353,376241710
1347353,376241726
1347388,376241586
1347388,376241645
1347388,376241654
1347388,376241684
1347388,376241693
1347388,376241711
1347388,376241734
1347388,376241768
1347388,376241811
1347388,376241827
1347388,376241836
1347388,376241852
1347375,376241770
1347375,376241843
1347375,376241868
1347375,376241879
1347375,376241556
1347375,376241557
1347375,376241607
1347375,376241674
1347375,376241691
1347375,376241739
1347375,376241742
1347375,376241824
1347375,376241825
1347381,376241752
1347381,376241761
1347381,376241786
1347381,376241795
1347381,376241804
1347381,376241838
1347381,376241609
1347381,376241618
1347381,376241620
1347381,376241636
1347381,376241643
1347381,376241677
1347381,376241720
1347381,376241745
1347381,376241763
1347381,376241777
1347381,376241793
1347381,376241802
1347381,376241818
1347381,376241877
1347381,376241565
1347381,376241583
1347381,376241598
1347363,376241593
1347363,376241595
1347363,376241659
1347363,376241670
1347363,376241679
1347363,376241686
1347363,376241729
1347363,376241738
1347363,376241743
1347363,376241779
1347363,376241788
1347363,376241813
1347363,376241820
1347363,376241829
1347363,376241845
1347363,376241854
1347363,376241863
1347363,376241705
1347363,376241723
1347363,376241740
1347363,376241741
1347363,376241758
1347363,376241789
1347363,376241808
1347363,376241822
1347358,376241664
1347358,376241730
1347358,376241733
1347358,376241766
1347358,376241767
1347358,376241815
1347358,376241816
1347358,376241817
1347358,376241882
1347358,376241541
1347358,376241574
1347358,376241606
1347358,376241608
1347358,376241656
1347358,376241673
1347358,376241688
1347358,376241689
1347358,376241708
1347358,376241724
1347358,376241772
1347358,376241775
1347358,376241792
1347358,376241809
1347358,376241839
1347358,376241840
1347358,376241857
1347358,376241872
1347358,376241568
1347358,376241577
1347366,376241874
1347366,376241876
1347366,376241609
1347366,376241618
1347366,376241620
1347366,376241636
1347366,376241643
1347366,376241677
1347366,376241720
1347366,376241745
1347366,376241763
1347366,376241777
1347366,376241793
1347366,376241802
1347366,376241818
1347366,376241877
1347366,376241561
1347366,376241602
1347366,376241604
1347366,376241627
1347366,376241661
1347366,376241695
1347366,376241702
1347366,376241709
1347366,376241713
1347366,376241718
1347366,376241752
1347366,376241761
1347366,376241786
1347366,376241795
1347359,376241670
1347359,376241679
1347359,376241686
1347359,376241729
1347359,376241738
1347359,376241743
1347359,376241779
1347359,376241788
1347359,376241813
1347359,376241820
1347359,376241829
1347359,376241845
1347359,376241854
1347359,376241863
1347359,376241544
1347359,376241560
1347359,376241567
1347359,376241569
1347359,376241603
1347359,376241619
1347359,376241653
1347359,376241660
1347359,376241662
1347359,376241678
1347359,376241703
1347359,376241710
1347359,376241726
1347359,376241744
1347359,376241753
1347350,376241607
1347350,376241674
1347350,376241691
1347350,376241739
1347350,376241742
1347350,376241824
1347350,376241825
1347350,376241842
1347350,376241873
1347350,376241874
1347350,376241876
1347350,144206445
1347350,363679772
1347350,376241546
1347350,376241549
1347350,376241564
1347350,376241580
1347350,376241582
1347350,376241630
1347350,376241632
1347350,376241633
1347350,376241666
1347350,376241667
1347350,376241680
1347350,376241681
1347350,376241716
1347350,376241731
1347350,376241764
1347350,376241780
1347350,376241782
1347355,376241581
1347355,376241597
1347355,376241648
1347355,376241697
1347355,376241714
1347355,376241717
1347355,376241732
1347355,376241747
1347355,376241748
1347355,376241750
1347355,376241781
1347355,376241797
1347355,376241799
1347355,376241849
1347355,376241866
1347355,376241881
1347355,376242718
1347355,376241556
1347355,376241557
1347355,376241607
1347355,376241674
1347355,376241691
1347355,376241739
1347355,376241742
1347355,376241824
1347355,376241825
1347355,376241842
1347355,376241873
1347355,376241874
1347355,376241876
1347354,376241740
1347354,376241741
1347354,376241758
1347354,376241789
1347354,376241808
1347354,376241822
1347354,376241856
1347354,376241858
1347354,376241859
1347354,376241551
1347354,376241576
1347354,376241578
1347354,376241612
1347354,376241628
1347354,376241646
1347354,376241651
1347354,376241669
1347354,376241671
1347354,376241687
1347354,376241694
1347354,376241721
1347354,376241737
1347354,376241769
1347354,376241812
1347354,376241821
1347354,376241853
1347380,376241551
1347380,376241576
1347353,376241744
1347353,376241753
1347353,376241787
1347353,376241796
1347353,376241801
1347353,376241810
1347353,376241826
1347353,376241830
1347353,376241835
1347353,376241837
1347353,376241860
1347353,376241862
1347353,376241869
1347353,376241548
1347353,376241550
1347353,376241563
1347353,376241566
1347353,376241581
1347353,376241597
1347353,376241648
1347353,376241697
1347353,376241714
1347353,376241717
1347353,376241732
1347353,376241747
1347381,376241663
1347381,376241664
1347381,376241730
1347381,376241733
1347381,376241766
1347381,376241767
1347381,376241815
1347381,376241816
1347381,376241817
1347381,376241882
1347381,376241552
1347381,376241554
1347381,376241559
1347381,376241584
1347381,376241611
1347381,376241629
1347381,376241634
1347381,376241652
1347381,376241668
1347381,376241704
1347381,376241727
1347381,376241736
1347381,376241754
1347388,376241861
1347388,376241870
1347388,376241568
1347388,376241577
1347388,376241593
1347388,376241595
1347388,376241659
1347388,376241670
1347388,376241679
1347388,376241686
1347388,376241729
1347388,376241738
1347375,376241842
1347375,376241873
1347375,376241874
1347375,376241876
1347375,376241539
1347375,376241605
1347375,376241622
1347375,376241624
1347375,376241675
1347375,376241722
1347375,376241756
1347375,376241791
1347363,376241856
1347363,376241858
1347363,376241859
1347363,376241543
1347363,376241545
1347363,376241570
1347363,376241579
1347363,376241586
1347363,376241645
1347363,376241654
1347363,376241684
1347363,376241693
1347363,376241711
1347363,376241734
1347363,376241768
1347363,376241811
1347363,376241827
1347363,376241836
1347363,376241852
1347363,376241861
1347363,376241870
1347363,376241541
1347363,376241574
1347363,376241606
1347363,376241608
1347365,376241581
1347365,376241597
1347365,376241648
1347365,376241697
1347365,376241714
1347365,376241717
1347365,376241732
1347365,376241747
1347365,376241748
1347365,376241750
1347365,376241781
1347365,376241797
1347365,376241799
1347365,376241849
1347365,376241866
1347365,376241881
1347365,376242718
1347365,376241551
1347365,376241576
1347365,376241578
1347365,376241612
1347365,376241628
1347365,376241646
1347365,376241651
1347365,376241669
1347365,376241671
1347365,376241687
1347365,376241694
1347365,376241721
1347365,376241737
1347365,376241769
1347358,376241593
1347358,376241595
1347358,376241659
1347358,376241670
1347358,376241679
1347358,376241686
1347358,376241729
1347358,376241738
1347358,376241743
1347358,376241779
1347358,376241788
1347358,376241813
1347358,376241820
1347358,376241829
1347358,376241845
1347358,376241854
1347358,376241863
1347358,376241562
1347358,376241594
1347358,376241596
1347358,376241601
1347358,376241626
1347358,376241635
1347358,376241712
1347358,376241728
1347358,376241735
1347358,376241751
1347358,376241785
1347358,376241794
1347366,376241804
1347366,376241838
1347366,376241587
1347366,376241592
1347366,376241621
1347366,376241644
1347366,376241696
1347366,376241701
1347366,376241719
1347366,376241746
1347366,376241760
1347366,376241771
1347366,376241776
1347366,376241803
1347366,376241846
1347366,376241855
1347366,376241880
1347379,376241587
1347379,376241592
1347379,376241621
1347379,376241644
1347379,376241696
1347379,376241701
1347379,376241719
1347379,376241746
1347379,376241760
1347379,376241771
1347381,376241770
1347381,376241843
1347381,376241868
1347381,376241879
1347381,376241540
1347381,376241555
1347381,376241572
1347381,376241589
1347381,376241590
1347381,376241638
1347381,376241642
1347381,376241657
1347381,376241690
1347381,376241705
1347381,376241723
1347381,376241740
1347381,376241741
1347381,376241758
1347381,376241789
1347381,376241808
1347381,376241822
1347381,376241856
1347381,376241858
1347350,376241800
1347350,376241814
1347350,376241831
1347350,376241833
1347350,376241711
1347350,376241734
1347350,376241768
1347350,376241811
1347350,376241827
1347350,376241836
1347350,376241852
1347350,376241861
1347350,376241870
1347350,376241613
1347350,376241614
1347350,376241615
1347350,376241616
1347350,376241647
1347350,376241649
1347350,376241650
1347350,376241665
1347350,376241683
1347350,376241765
1347350,376241783
1347350,376241784
1347350,376241798
1347350,376241832
1347350,376241834
1347350,376241848
1347350,376241850
1347353,376241748
1347353,376241750
1347353,376241781
1347353,376241797
1347353,376241799
1347353,376241849
1347353,376241866
1347353,376241881
1347353,376242718
1347353,376241543
1347353,376241545
1347353,376241570
1347353,376241579
1347353,376241586
1347353,376241645
1347353,376241654
1347353,376241684
1347353,376241693
1347353,376241711
1347353,376241734
1347353,376241768
1347353,376241811
1347353,376241827
1347353,376241836
1347353,376241852
1347359,376241787
1347359,376241796
1347359,376241801
1347359,376241810
1347359,376241826
1347359,376241830
1347359,376241835
1347359,376241837
1347359,376241860
1347359,376241862
1347359,376241869
1347359,376241548
1347359,376241550
1347359,376241563
1347359,376241566
1347359,376241581
1347359,376241597
1347359,376241648
1347359,376241697
1347359,376241714
1347359,376241717
1347359,376241732
1347359,376241747
1347359,376241748
1347359,376241750
1347359,376241781
1347359,376241797
1347359,376241799
1347359,376241849
1347355,376241539
1347355,376241605
1347355,376241622
1347355,376241624
1347355,376241675
1347355,376241722
1347355,376241756
1347355,376241791
1347355,376241823
1347355,376241875
1347355,376241562
1347355,376241594
1347355,376241596
1347355,376241601
1347355,376241626
1347355,376241635
1347355,376241712
1347355,376241728
1347355,376241735
1347355,376241751
1347355,376241785
1347355,376241794
1347355,376241819
1347355,376241828
1347355,376241844
1347355,376241851
1347355,376241871
1347355,376241613
1347355,376241614
1347355,376241615
1347380,376241578
1347380,376241612
1347380,376241628
1347380,376241646
1347380,376241651
1347380,376241669
1347380,376241671
1347380,376241687
1347380,376241694
1347380,376241721
1347380,376241737
1347380,376241769
1347380,376241812
1347380,376241821
1347380,376241853
1347380,376241540
1347380,376241555
1347380,376241572
1347380,376241589
1347380,376241590
1347380,376241638
1347380,376241642
1347380,376241657
1347380,376241690
1347380,376241705
1347380,376241723
1347380,376241740
1347380,376241741
1347380,376241552
1347375,376241823
1347375,376241875
1347375,376241561
1347375,376241602
1347375,376241604
1347375,376241627
1347375,376241661
1347375,376241695
1347375,376241702
1347375,376241709
1347375,376241713
1347375,376241718
1347375,376241752
1347388,376241743
1347388,376241779
1347388,376241788
1347388,376241813
1347388,376241820
1347388,376241829
1347388,376241845
1347388,376241854
1347388,376241863
1347388,376241552
1347388,376241554
1347388,376241559
1347363,376241656
1347363,376241673
1347363,376241688
1347363,376241689
1347363,376241708
1347363,376241724
1347363,376241772
1347363,376241775
1347363,376241792
1347363,376241809
1347363,376241839
1347363,376241840
1347363,376241857
1347363,376241872
1347363,376241551
1347363,376241576
1347363,376241578
1347363,376241612
1347363,376241628
1347363,376241646
1347363,376241651
1347363,376241669
1347363,376241671
1347363,376241687
1347363,376241694
1347381,376241859
1347381,376241556
1347381,376241557
1347381,376241607
1347381,376241674
1347381,376241691
1347381,376241739
1347381,376241742
1347381,376241824
1347381,376241825
1347381,376241842
1347381,376241873
1347381,376241874
1347381,376241876
1347381,376241547
1347381,376241599
1347381,376241600
1347381,376241631
1347381,376241682
1347381,376241698
1347381,376241699
1347381,376241700
1347381,376241715
1347365,376241812
1347365,376241821
1347365,376241853
1347365,376241755
1347365,376241757
1347365,376241759
1347365,376241773
1347365,376241774
1347365,376241790
1347365,376241805
1347365,376241806
1347365,376241807
1347365,376241841
1347365,376241851
1347365,376241871
1347365,376241814
1347365,376241831
1347365,376241833
1347365,376241544
1347365,376241560
1347365,376241567
